Name,Category,Price,Type,Description,Is Available,Tax Rate,Image URL
Roasted Garlic Naan,Breads & Rotis,65,Veg,"Tandoori naan topped with finely minced garlic, fresh coriander leaves, and butter",TRUE,5,https://images.unsplash.com/photo-1630409346824-4f0e7b080087?w=500&auto=format&fit=crop&q=80
Cheese Stuffed Garlic Naan,Breads & Rotis,90,Veg,Decadent naan stuffed with gooey mozzarella cheese and crusted with roasted garlic,TRUE,5,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=500&auto=format&fit=crop&q=80
Laccha Paratha Crisp,Breads & Rotis,55,Veg,Multi-layered crispy whole wheat paratha baked in tandoor and brushed with butter,TRUE,5,https://images.unsplash.com/photo-1633337474565-12c1b6ec610a?w=500&auto=format&fit=crop&q=80
Pudina Laccha Paratha,Breads & Rotis,60,Veg,Flaky layered paratha infused with dry mint powder and roasted cumin seeds,TRUE,5,https://images.unsplash.com/photo-1639024471285-0af5075b6dbd?w=500&auto=format&fit=crop&q=80
Soft Rumali Roti,Breads & Rotis,35,Veg,"Ultra-thin, soft handkerchief style bread tossed and cooked over an inverted wok (karahi)",TRUE,5,https://images.unsplash.com/photo-1645177628172-a94c1f96e6db?w=500&auto=format&fit=crop&q=80
Amritsari Stuffed Kulcha,Breads & Rotis,80,Veg,"Crispy layered kulcha stuffed with spiced mashed potatoes, onions, and pomegranate seeds",TRUE,5,https://images.unsplash.com/photo-1547592166-23ac45744acd?w=500&auto=format&fit=crop&q=80
Classic Veg Fried Rice,Chinese & Wok,200,Veg,"Fragrant rice stir-fried in smoking wok with finely diced carrots, beans, and spring onions",TRUE,5,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&auto=format&fit=crop&q=80
Schezwan Veg Fried Rice,Chinese & Wok,220,Veg,Spicy wok-tossed fried rice infused with pungent homemade red chili Schezwan sauce and garlic,TRUE,5,https://images.unsplash.com/photo-1585238342024-78d387f4a707?w=500&auto=format&fit=crop&q=80
Egg Fried Rice Wok,Chinese & Wok,230,Egg,"Rice stir-fried with scrambled eggs, scallions, black pepper, and light soy sauce",TRUE,5,https://images.unsplash.com/photo-1594007654729-407eedc4be65?w=500&auto=format&fit=crop&q=80
Chicken Fried Rice,Chinese & Wok,260,Non-Veg,"Tender chicken shreds and egg wok-fried with fluffy rice, soy reduction, and green onions",TRUE,5,https://images.unsplash.com/photo-1598515214211-89d3c73ae83b?w=500&auto=format&fit=crop&q=80
Schezwan Chicken Fried Rice,Chinese & Wok,270,Non-Veg,"Spicy wok-tossed rice with shredded chicken, eggs, and fiery Sichuan chili pepper paste",TRUE,5,https://images.unsplash.com/photo-1600335895229-6e75511892b8?w=500&auto=format&fit=crop&q=80
Veg Hakka Noodles,Chinese & Wok,200,Veg,"Soft noodles tossed with julienned cabbage, bell peppers, carrots, and light seasonings",TRUE,5,https://images.unsplash.com/photo-1603046891726-36bfd957e0bf?w=500&auto=format&fit=crop&q=80
Schezwan Veg Noodles,Chinese & Wok,220,Veg,"Spicy wok-tossed noodles flavored with red Schezwan sauce, garlic, and fresh celery",TRUE,5,https://images.unsplash.com/photo-1604908177453-7462950a6a3b?w=500&auto=format&fit=crop&q=80
Chicken Hakka Noodles,Chinese & Wok,260,Non-Veg,"Wok-fried noodles with seasoned chicken slivers, eggs, and crunchy oriental greens",TRUE,5,https://images.unsplash.com/photo-1606471191009-63994c53433b?w=500&auto=format&fit=crop&q=80
Schezwan Chicken Noodles,Chinese & Wok,270,Non-Veg,"Fiery noodles tossed with shredded chicken, eggs, crushed red chilies, and scallions",TRUE,5,https://images.unsplash.com/photo-1615870216519-2f9fa575fa5c?w=500&auto=format&fit=crop&q=80
Chilli Garlic Veg Noodles,Chinese & Wok,210,Veg,Aromatic noodles loaded with golden fried burnt garlic bits and spicy chili oil,TRUE,5,https://images.unsplash.com/photo-1617692855027-33b14f061079?w=500&auto=format&fit=crop&q=80
Warm Gulab Jamun (2 Pcs),Desserts & Sweets,90,Veg,Golden fried khoya milk dumplings soaked in warm rose and cardamom scented sugar syrup,TRUE,5,https://images.unsplash.com/photo-1625398407796-82650a8c135f?w=500&auto=format&fit=crop&q=80
Royal Rasmalai (2 Pcs),Desserts & Sweets,120,Veg,Spongy cottage cheese patties steeped in sweetened thickened saffron milk garnished with pistachio,TRUE,5,https://images.unsplash.com/photo-1626074353765-517a681e40be?w=500&auto=format&fit=crop&q=80
Desi Ghee Gajar Ka Halwa,Desserts & Sweets,140,Veg,"Slow-cooked grated red Delhi carrots simmered with khoya, mawa, cashew nuts, and pure desi ghee",TRUE,5,https://images.unsplash.com/photo-1627042633145-b780d842ba45?w=500&auto=format&fit=crop&q=80
Hyderabadi Double Ka Meetha,Desserts & Sweets,120,Veg,Crispy fried bread slices soaked in thickened saffron-infused rabri and topped with sliced almonds,TRUE,5,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=500&auto=format&fit=crop&q=80
Royal Shahi Tukda,Desserts & Sweets,130,Veg,"Mughlai sweet bread crispies drizzled with cardamom syrup, thick rabri, and silver leaf vark",TRUE,5,https://images.unsplash.com/photo-1630383249896-424e482df921?w=500&auto=format&fit=crop&q=80
Moong Dal Halwa,Desserts & Sweets,150,Veg,Rich traditional winter delicacy made by slow roasting split yellow lentils in pure desi ghee,TRUE,5,https://images.unsplash.com/photo-1633964913295-ceb43826e7c9?w=500&auto=format&fit=crop&q=80
Royal Kulfi Falooda,Desserts & Sweets,160,Veg,"Dense pistachio kulfi served over cornstarch vermicelli, sweet basil seeds, and fragrant rose syrup",TRUE,5,https://images.unsplash.com/photo-1647428054066-f730fd94261e?w=500&auto=format&fit=crop&q=80
Matka Malai Kulfi,Desserts & Sweets,110,Veg,"Traditional slow-boiled milk ice cream flavored with saffron and nuts, set in authentic clay pot",TRUE,5,https://images.unsplash.com/photo-1648737963540-306235c8170e?w=500&auto=format&fit=crop&q=80
Sizzling Chocolate Brownie,Desserts & Sweets,180,Veg,Hot walnut brownie served on a cast-iron sizzler plate topped with vanilla ice cream and warm fudge,TRUE,5,https://images.unsplash.com/photo-1651440294158-953b03f0b2f1?w=500&auto=format&fit=crop&q=80
Alphonso Mango Kulfi,Desserts & Sweets,120,Veg,Creamy Indian ice cream prepared with pure Ratnagiri Alphonso mango pulp and condensed milk,TRUE,5,https://images.unsplash.com/photo-1540420773420-3366772f4999?w=500&auto=format&fit=crop&q=80
Punjabi Sweet Lassi,Beverages,90,Veg,Thick hand-churned yogurt beverage sweetened and finished with a dollop of fresh clotted cream (malai),TRUE,5,https://images.unsplash.com/photo-1562967914-608f82629710?w=500&auto=format&fit=crop&q=80
Alphonso Mango Lassi,Beverages,110,Veg,Rich refreshing blend of curd and fragrant sweet Alphonso mango puree topped with chopped pistachios,TRUE,5,https://images.unsplash.com/photo-1579954115563-e72bf1381629?w=500&auto=format&fit=crop&q=80
Spiced Masala Chaas,Beverages,60,Veg,"Light salted churned buttermilk infused with roasted cumin, fresh ginger, mint, and black salt",TRUE,5,https://images.unsplash.com/photo-1601050690117-94f5f6fa8bd7?w=500&auto=format&fit=crop&q=80
Fresh Lime Soda Sweet and Salt,Beverages,70,Veg,"Freshly squeezed green lime juice mixed with sparkling chilled soda, rock salt, and simple syrup",TRUE,5,https://images.unsplash.com/photo-1606755962773-d324e0a13086?w=500&auto=format&fit=crop&q=80
Virgin Mint Mojito,Beverages,120,Veg,Muddled fresh garden mint leaves and lime wedges topped with bubbly soda and crushed ice,TRUE,5,https://images.unsplash.com/photo-1610057099431-d73a1c9d2f2f?w=500&auto=format&fit=crop&q=80
Blue Lagoon Cooler,Beverages,130,Veg,"Electric blue mocktail crafted with blue curacao citrus syrup, lemon juice, and chilled Sprite",TRUE,5,https://images.unsplash.com/photo-1621996346565-e3d5d628148b?w=500&auto=format&fit=crop&q=80
Cold Coffee with Vanilla Scoop,Beverages,140,Veg,Creamy iced blended coffee crowned with a rich scoop of vanilla ice cream and cocoa dusting,TRUE,5,https://images.unsplash.com/photo-1631452180539-96aca7d48617?w=500&auto=format&fit=crop&q=80
Kesar Badam Milk Chilled,Beverages,110,Veg,"Sweet almond milk infused with pure Kashmiri saffron strands, green cardamom, and slivered almonds",TRUE,5,https://images.unsplash.com/photo-1633945274417-8e68e2f81d19?w=500&auto=format&fit=crop&q=80
Kulhad Masala Chai,Beverages,50,Veg,"Strong Indian milk tea brewed with crushed ginger, green cardamom, and cinnamon, served in clay kulhad",TRUE,5,https://images.unsplash.com/photo-1645177628185-3b9578051cf2?w=500&auto=format&fit=crop&q=80
Watermelon Mint Cooler,Beverages,110,Veg,Freshly cold-pressed sweet watermelon juice infused with crushed mint leaves and black rock salt,TRUE,5,https://images.unsplash.com/photo-1544025162-d76694265947?w=500&auto=format&fit=crop&q=80
